tradedate,tradetime,ticker,pr_open,pr_high,pr_low,pr_close,pr_std,vol,val,trades,pr_vwap,pr_change,trades_b,trades_s,val_b_obstat,val_s_obstat,vol_b_obstat,vol_s_obstat,disb,pr_vwap_b,pr_vwap_s,sec_pr_open,sec_pr_high,sec_pr_low,sec_pr_close,put_orders_b,put_orders_s,put_val_b,put_val_s,put_vol_b,put_vol_s,put_vwap_b,put_vwap_s,put_vol,put_val,put_orders,cancel_orders_b,cancel_orders_s,cancel_val_b,cancel_val_s,cancel_vol_b,cancel_vol_s,cancel_vwap_b,cancel_vwap_s,cancel_vol,cancel_val,cancel_orders,spread_bbo,spread_lv10,spread_1mio,levels_b,levels_s,vol_b_order,vol_s_order,val_b_order,val_s_order,imbalance_vol_bbo,imbalance_val_bbo,imbalance_vol,imbalance_val,vwap_b,vwap_s,vwap_b_1mio,vwap_s_1mio
2025-01-10,13:55:00,SBER,275.65,276.0,275.38,275.4,0.0,102236,281980313,1860,275.81,-0.0907,935,925,159713423,122266890,57892,44344,0.13,275.88,275.72,1,79,280,300,13370,19221,9825171733,10110967850,3594558,3680028,273.33,274.75,7274586,19936139583,32591,12479,18121,9665378990,9802903774,3509294,3554578,275.42,275.78,7063872,19468282764,30600,0.7,8.1,1.5,1126,656,386818,312161,1028371761,876535311,0.08,0.08,0.11,0.08,265.85,280.81,275.72,275.77
2025-01-10,14:00:00,SBER,275.4,276.25,275.38,276.18,0.0001,83175,229508641,1306,275.93,0.2832,900,406,200879777,28628864,72794,10381,0.75,275.96,275.78,3,285,11,300,36090,17722,19859442483,8809897587,7246896,3197376,274.04,275.54,10444272,28669340070,53812,35456,17099,19708360708,8742240645,7149893,3168050,275.65,275.95,10317943,28450601354,52555,0.7,7.8,1.6,1138,664,389223,336011,1035078741,942692294,-0.11,-0.11,0.07,0.05,265.93,280.57,275.69,275.74
2025-01-10,14:05:00,SBER,276.17,276.21,275.55,275.7,0.0001,55155,152159566,718,275.88,-0.1702,299,419,44535712,107623855,16145,39010,-0.41,275.85,275.89,1,1,201,299,12287,13268,8901704744,8233111275,3237974,2999370,274.92,274.49,6237344,17134816019,25555,11906,12733,8800588252,8062366817,3190175,2922313,275.87,275.89,6112488,16862955069,24639,1.5,11.1,3.1,1138,660,387969,306341,1031681026,861167537,-0.07,-0.07,0.12,0.09,265.92,281.12,275.74,275.82
2025-01-10,14:10:00,SBER,275.69,276.78,275.61,276.7,0.0001,108735,300519679,2125,276.38,0.3664,1285,840,200087258,100432421,72404,36331,0.33,276.35,276.44,1,285,1,300,21768,9868,11951496070,5956213316,4357443,2168421,274.28,274.68,6525864,17907709387,31636,20785,8684,11722065179,5777428437,4246296,2089974,276.05,276.44,6336270,17499493616,29469,1.0,8.4,2.2,1166,636,401286,309920,1068337575,871509925,0.04,0.04,0.13,0.1,266.23,281.21,276.22,276.28
2025-01-10,14:15:00,SBER,276.7,276.92,276.22,276.37,0.0001,83450,230838120,1316,276.62,-0.1193,568,748,104003589,126834531,37582,45868,-0.1,276.74,276.52,1,51,168,300,17500,33669,10146144124,16481532316,3679413,5978011,275.75,275.7,9657424,26627676441,51169,16965,32734,9963890015,16265305348,3605273,5877431,276.37,276.74,9482704,26229195364,49699,0.9,8.0,1.7,1179,619,405868,310810,1081321015,874235630,0.27,0.27,0.13,0.11,266.42,281.28,276.52,276.56
2025-01-10,14:20:00,SBER,276.37,276.49,275.91,276.0,0.0,68673,189677628,1027,276.2,-0.1339,405,622,64815948,124861680,23467,45206,-0.32,276.2,276.21,1,33,197,300,8095,11130,4168705392,5633597539,1522667,2052429,273.78,274.48,3575096,9802302932,19225,7635,10443,4066958414,5487570116,1473924,1985635,275.93,276.36,3459559,9554528531,18078,0.6,8.0,1.1,1169,646,399048,315956,1062653652,888230929,0.09,0.09,0.12,0.09,266.29,281.13,276.16,276.19
2025-01-10,14:25:00,SBER,276.0,276.87,275.83,276.81,0.0001,36663,101304415,784,276.31,0.2935,503,281,67969351,33335064,24592,12071,0.34,276.39,276.16,1,290,22,300,10716,11014,5758308169,5458674415,2098527,1980028,274.4,275.69,4078555,11216982584,21730,10321,10630,5609167064,5386659172,2031812,1949425,276.07,276.32,3981237,10995826236,20951,0.7,8.3,1.4,1175,646,417390,316837,1112899375,890556165,0.02,0.02,0.14,0.11,266.63,281.08,276.14,276.17
2025-01-10,14:30:00,SBER,276.84,276.89,276.51,276.51,0.0001,29534,81708784,652,276.66,-0.1192,246,406,26548008,55160776,9594,19940,-0.35,276.71,276.63,1,6,295,300,7301,39216,3934109811,17489388186,1427636,6324558,275.57,276.53,7752194,21423497997,46517,7037,38666,3923850780,17420309030,1419676,6295660,276.39,276.7,7715336,21344159811,45703,0.8,8.5,2.0,1194,623,421839,314811,1125352514,885111408,0.07,0.07,0.15,0.12,266.77,281.16,276.6,276.66
2025-01-10,14:35:00,SBER,276.51,276.57,275.61,275.7,0.0001,51747,142848130,990,276.05,-0.2929,334,656,26310140,116537990,9529,42218,-0.63,276.11,276.04,2,35,263,299,26180,44429,12276634034,24912708705,4452579,9041523,275.72,275.54,13494102,37189342739,70609,25570,43883,12171150850,24763395166,4410516,8964667,275.96,276.23,13375183,36934546016,69453,0.9,8.6,2.1,1178,663,420589,324424,1121801425,911714038,0.0,0.0,0.13,0.1,266.72,281.03,276.01,276.07
2025-01-10,14:40:00,SBER,275.7,276.17,275.61,276.0,0.0001,31657,87310939,572,275.8,0.1088,295,277,58097393,29213546,21064,10593,0.33,275.81,275.78,1,17,81,299,17561,42270,8579137601,28299560242,3113630,10254608,275.53,275.97,13368238,36878697843,59831,17244,41912,8480621948,28212553971,3075572,10218571,275.74,276.09,13294143,36693175919,59156,1.1,8.6,2.4,1175,681,421781,350136,1124888914,982992003,-0.2,-0.2,0.09,0.07,266.7,280.75,275.77,275.84
2025-01-10,14:45:00,SBER,275.98,276.07,275.22,275.39,0.0001,46315,127680940,889,275.68,-0.2138,310,579,44914710,82766231,16289,30026,-0.3,275.74,275.65,3,110,287,300,13402,24347,6512688574,10822748294,2369618,3939102,274.84,274.75,6308720,17335436868,37749,12989,23837,6440564940,10697396652,2336750,3879738,275.62,275.72,6216488,17137961592,36826,1.0,8.6,2.1,1182,687,424224,353292,1131494498,991927266,0.06,0.06,0.09,0.07,266.72,280.77,275.74,275.8
2025-01-10,14:50:00,SBER,275.39,276.38,275.39,276.0,0.0001,31116,85820340,690,275.81,0.2215,370,320,46187482,39632858,16746,14370,0.08,275.81,275.8,1,184,1,300,23658,18090,11629493787,8662639619,4221443,3144480,275.49,275.49,7365923,20292133406,41748,23285,17688,11530681771,8581881160,4180881,3109273,275.8,276.01,7290154,20112562931,40973,1.3,8.8,2.8,1187,685,426967,362654,1138968994,1018152349,0.02,0.02,0.08,0.06,266.76,280.75,275.84,275.91
2025-01-10,14:55:00,SBER,276.0,276.12,275.28,275.38,0.0001,29288,80746221,659,275.7,-0.2246,224,435,16088919,64657302,5836,23452,-0.6,275.68,275.7,1,27,289,300,18813,16925,8432735381,7633781670,3065595,2773889,275.08,275.2,5839484,16066517051,35738,18510,16485,8411052972,7569710332,3053445,2743005,275.46,275.96,5796450,15980763304,34995,0.8,8.6,2.0,1187,689,430648,375818,1149293324,1054946024,-0.1,-0.1,0.07,0.04,266.87,280.71,275.74,275.79
2025-01-10,15:00:00,SBER,275.43,275.94,275.25,275.62,0.0001,27033,74468809,564,275.47,0.069,267,297,44124485,30344325,16017,11016,0.18,275.49,275.46,1,237,163,300,50267,21126,29680268927,9943844947,10780747,3611049,275.31,275.37,14391796,39624113874,71393,49909,20805,29611489637,9892438534,10751140,3588802,275.43,275.65,14339942,39503928171,70714,0.8,8.5,2.7,1172,705,435967,376975,1163809317,1058184608,-0.12,-0.12,0.07,0.05,266.94,280.7,275.47,275.54
2025-01-10,15:05:00,SBER,275.62,276.29,275.62,276.24,0.0,23258,64217914,647,276.11,0.2249,401,246,38259080,25958834,13856,9402,0.19,276.12,276.1,3,219,3,299,19596,33975,12656363154,16290125300,4594630,5899451,275.46,276.13,10494081,28946488454,53571,19035,33620,12595544596,16240636170,4568335,5879332,275.71,276.23,10447667,28836180766,52655,0.9,8.1,1.9,1202,676,436178,374498,1164435029,1051412299,-0.07,-0.07,0.08,0.05,266.96,280.75,276.11,276.16
2025-01-10,15:10:00,SBER,276.24,277.45,276.24,277.08,0.0,148351,410891823,2570,276.97,0.3041,1940,630,321837568,89054255,116207,32144,0.57,276.95,277.05,1,217,1,300,21471,19081,13763063144,9546877582,5027366,3455580,273.76,276.27,8482946,23309940727,40552,19927,18018,13564197732,9341286699,4903506,3369876,276.62,277.2,8273382,22905484431,37945,0.7,7.9,1.4,1232,610,475458,346938,1273742796,975575015,-0.15,-0.15,0.15,0.13,267.78,281.2,276.94,276.98
2025-01-10,15:15:00,SBER,277.09,277.8,276.82,277.69,0.0,116502,323138136,4799,277.37,0.2165,2375,2424,235883876,87254260,85022,31480,0.46,277.44,277.17,1,289,117,300,31936,29110,16146599431,12756544052,5870062,4616018,275.07,276.35,10486080,28903143484,61046,28550,28275,15896162131,12523822701,5737686,4515129,277.05,277.37,10252815,28419984833,56825,1.1,8.5,2.2,1246,603,443268,336396,1185265034,946760510,-0.07,-0.07,0.14,0.11,267.38,281.44,277.13,277.19
2025-01-10,15:20:00,SBER,277.69,277.83,276.94,277.38,0.0,85857,238117445,2640,277.34,-0.1116,1366,1274,114855580,123261865,41415,44442,-0.04,277.33,277.35,1,8,249,300,18981,15992,9167628758,8475763733,3323121,3073833,275.87,275.74,6396954,17643392492,34973,16994,15314,8986261397,8024120543,3242039,2891428,277.18,277.51,6133467,17010381940,32308,0.9,8.3,2.0,1261,587,453338,389688,1212880872,1094790664,-0.11,-0.11,0.08,0.05,267.54,280.96,277.29,277.35
2025-01-10,15:25:00,SBER,277.39,277.4,277.06,277.09,0.0,31150,86370060,1236,277.27,-0.1082,915,321,60584372,25785687,21847,9303,0.4,277.31,277.18,2,152,99,298,19602,39092,10308019983,20147403722,3737497,7269182,275.8,277.16,11006679,30455423705,58694,18685,38588,10291340230,20027192085,3715306,7222166,277.0,277.3,10937472,30318532316,57273,0.8,8.2,2.2,1258,600,446238,429125,1193440078,1204118687,0.01,0.01,0.02,0.0,267.44,280.6,277.16,277.22
2025-01-10,15:30:00,SBER,277.1,277.45,276.91,276.96,0.0001,48017,133102373,745,277.2,-0.0505,351,394,55358480,77743894,19964,28053,-0.17,277.29,277.13,2,180,56,297,13743,33592,6548022996,16487766687,2372565,5950708,275.99,277.07,8323273,23035789683,47335,13325,33175,6407133390,16362294508,2313281,5901549,276.97,277.25,8214830,22769427898,46500,0.6,8.1,1.6,1264,608,458548,434680,1227488891,1219775089,-0.08,-0.08,0.03,0.0,267.69,280.61,277.15,277.2
2025-01-10,15:35:00,SBER,276.96,277.5,276.95,277.39,0.0001,38732,107402281,691,277.3,0.1553,460,231,79388973,28013308,28628,10104,0.48,277.31,277.25,1,242,2,300,27144,5220,12275430560,2517069747,4441955,909302,276.35,276.81,5351257,14792500307,32364,26758,4832,12187129667,2425440912,4398257,874112,277.09,277.47,5272369,14612570579,31590,0.8,8.2,1.4,1270,613,469151,442273,1256920848,1241062058,-0.15,-0.15,0.03,0.01,267.89,280.61,277.23,277.27
2025-01-10,15:40:00,SBER,277.42,277.45,277.0,277.15,0.0001,27216,75436708,692,277.18,-0.0973,257,435,26149895,49286812,9435,17781,-0.31,277.16,277.19,3,21,93,300,11976,54507,6089325675,22125833221,2202497,7986044,276.47,277.06,10188541,28215158896,66483,11552,54058,6021241617,21924073455,2173593,7908402,277.02,277.23,10081995,27945315072,65610,0.8,8.2,2.1,1273,623,465114,462429,1245632599,1297120599,0.2,0.2,0.0,-0.02,267.81,280.51,277.15,277.21
2025-01-10,15:45:00,SBER,277.16,277.3,276.65,276.66,0.0,26516,73448168,647,277.0,-0.1804,190,457,12869959,60578209,4644,21872,-0.65,277.13,276.97,2,9,300,300,4287,35373,3840268888,18273039202,1388372,6595942,276.6,277.03,7984314,22113308090,39660,4084,34893,3816999518,18202086218,1378539,6565379,276.89,277.24,7943918,22019085736,38977,0.7,7.8,1.6,1259,645,462941,500892,1239661764,1403858646,0.22,0.22,-0.04,-0.06,267.78,280.27,276.96,277.0
2025-01-10,15:50:00,SBER,276.65,277.32,276.52,276.89,0.0,36335,100635410,624,276.97,0.0868,331,293,46780624,53854786,16887,19448,-0.07,277.02,276.92,1,132,7,300,17479,10859,8311918783,8694491600,3007655,3149319,276.36,276.08,6156974,17006410384,28338,17174,10469,8208217385,8616868324,2965652,3109600,276.78,277.11,6075252,16825085709,27643,0.6,8.2,1.6,1253,647,463216,498463,1240169779,1397047833,0.22,0.22,-0.04,-0.06,267.73,280.28,276.93,276.97
2025-01-10,15:55:00,SBER,276.88,277.09,276.87,276.9,0.0001,8457,23423980,278,276.98,0.0072,125,153,6004870,17419110,2168,6289,-0.49,276.98,276.98,1,68,1,299,4411,60219,2337566604,31584306984,845268,11402428,276.55,277.0,12247696,33921873589,64630,4245,60025,2294901806,31564542102,829111,11391203,276.79,277.1,12220314,33859443909,64270,0.9,8.5,2.1,1254,646,472094,511545,1264564411,1433256929,0.05,0.05,-0.04,-0.06,267.86,280.18,276.94,277.0
2025-01-10,16:00:00,SBER,276.91,277.1,276.57,276.8,0.0001,22098,61183410,780,276.87,-0.0397,430,350,26202145,34981264,9463,12635,-0.14,276.89,276.86,5,49,262,299,8698,10151,3950380379,5598898740,1429668,2026383,276.31,276.3,3456051,9549279120,18849,8224,9793,3948551826,5488083290,1427168,1981351,276.67,276.99,3408519,9436635116,18017,1.0,8.6,2.3,1247,653,466016,527308,1247686911,1476967057,-0.4,-0.4,-0.06,-0.08,267.73,280.1,276.84,276.9
2025-01-10,16:05:00,SBER,276.8,276.84,276.27,276.47,0.0001,56094,155086218,1402,276.48,-0.1192,625,777,50128389,104957830,18130,37964,-0.35,276.49,276.47,3,27,204,299,30139,42214,14064295820,23365527696,5092290,8450222,276.19,276.51,13542512,37429823517,72353,29263,41592,13936839899,23240410589,5041282,8397278,276.45,276.76,13438560,37177250489,70855,0.8,8.2,2.2,1235,675,463143,546094,1238677331,1529019867,-0.04,-0.04,-0.08,-0.1,267.45,279.99,276.52,276.58
2025-01-10,16:10:00,SBER,276.55,276.59,276.0,276.07,0.0001,46562,128601704,880,276.19,-0.1736,337,543,27528516,101073188,9964,36598,-0.57,276.28,276.17,1,1,265,299,9007,17494,4358281142,9074971778,1580764,3301444,275.71,274.88,4882208,13433252920,26501,8434,17143,4271554775,9016882741,1547065,3259909,276.11,276.6,4806974,13288437516,25577,1.1,8.3,2.3,1229,689,460285,548870,1230714780,1536648118,-0.19,-0.19,-0.09,-0.11,267.38,279.97,276.24,276.3
2025-01-10,16:15:00,SBER,276.07,277.0,276.06,276.76,0.0001,57513,159061275,826,276.57,0.2499,492,334,109962992,49098284,39760,17753,0.38,276.57,276.56,1,112,2,300,87711,7583,39438495259,5134003605,14272701,1859923,276.32,276.03,16132624,44572498865,95294,87168,7150,39262359784,4983869861,14202491,1800627,276.45,276.79,16003118,44246229645,94318,0.7,8.6,1.6,1256,681,465230,551493,1244316820,1543873905,-0.2,-0.2,-0.08,-0.11,267.46,279.94,276.5,276.54
2025-01-10,16:20:00,SBER,276.76,277.29,276.75,277.18,0.0001,73222,202912791,1159,277.12,0.1518,850,309,156268487,46644303,56390,16832,0.54,277.12,277.12,2,205,2,300,84555,5845,38350794419,3480554515,13850040,1263335,276.9,275.51,15113375,41831348935,90400,83833,5401,38164517425,3396341251,13778071,1224851,276.99,277.29,15002922,41560858677,89234,0.9,8.2,2.0,1288,645,472426,526892,1264324354,1475937718,-0.17,-0.17,-0.05,-0.08,267.62,280.12,277.09,277.15
2025-01-10,16:25:00,SBER,277.18,277.3,276.98,277.29,0.0001,84809,235139052,964,277.26,0.0397,659,305,194100184,41038868,70004,14805,0.65,277.27,277.2,1,214,33,300,43137,9595,18870991973,4760291154,6817155,1718710,276.82,276.97,8535865,23631283127,52732,42544,9172,18645988536,4643310775,6730596,1674619,277.03,277.28,8405215,23289299311,51716,0.8,8.2,1.5,1299,639,478269,509959,1280641653,1429047346,-0.48,-0.48,-0.03,-0.05,267.76,280.23,277.17,277.21
2025-01-10,16:30:00,SBER,277.29,277.7,277.25,277.37,0.0,167526,464748884,6558,277.42,0.0289,6208,350,406539530,58209355,146546,20980,0.75,277.41,277.45,1,149,253,299,19253,6929,7359489175,3901872567,2678833,1415979,274.73,275.56,4094812,11261361743,26182,13344,6445,6992258660,3724334898,2522439,1341500,277.2,277.62,3863939,10716593559,19789,0.5,7.9,0.9,1304,621,475418,406484,1273330745,1142208234,-0.4,-0.4,0.08,0.06,267.83,281.02,277.41,277.44
2025-01-10,16:35:00,SBER,277.38,277.4,277.0,277.19,0.0001,30520,84588374,816,277.16,-0.0685,475,341,36532890,48055485,13180,17340,-0.14,277.18,277.14,1,1,62,300,22126,8985,10132181970,5115560476,3657228,1852299,277.05,276.17,5509527,15247742447,31111,21577,8568,10006843518,5003425488,3611637,1804054,277.07,277.34,5415691,15010269007,30145,0.8,8.2,1.2,1308,645,482652,411019,1293259665,1155045258,0.11,0.11,0.08,0.06,267.95,281.02,277.15,277.18
2025-01-10,16:40:00,SBER,277.18,277.54,277.11,277.53,0.0,39504,109534497,796,277.27,0.1263,597,199,83669976,25864521,30174,9330,0.53,277.29,277.22,1,299,28,300,4033,2370,2145772182,1499440044,776700,541091,276.27,277.11,1317791,3645212227,6403,3469,2150,2055164359,1445118767,741767,520875,277.06,277.44,1262642,3500283126,5619,0.5,7.7,0.8,1314,643,491166,417517,1316717429,1173096207,-0.24,-0.24,0.08,0.06,268.08,280.97,277.21,277.23
2025-01-10,16:45:00,SBER,277.54,277.69,277.25,277.35,0.0001,34168,94832096,814,277.55,-0.0685,535,279,56629557,38202539,20402,13766,0.19,277.57,277.51,1,120,167,298,81903,11700,35943582317,5200878202,12961301,1876324,277.31,277.18,14837625,41144460520,93603,81367,11330,35864124273,5109382504,12930108,1840430,277.37,277.62,14770538,40973506777,92697,1.3,8.6,2.6,1325,618,493007,402975,1321683960,1132928038,-0.1,-0.1,0.1,0.08,268.09,281.14,277.45,277.52
2025-01-10,16:50:00,SBER,277.34,277.5,277.1,277.12,0.0001,34560,95832417,499,277.29,-0.0793,219,280,39408769,56423648,14209,20351,-0.18,277.35,277.25,1,86,233,299,14916,35600,8005064746,16579600003,2896290,5987993,276.39,276.88,8884283,24584664749,50516,14597,35350,7926019786,16484592327,2858910,5943921,277.24,277.34,8802831,24410612113,49947,1.0,8.5,2.2,1317,631,497420,414412,1333872302,1164677313,0.29,0.29,0.09,0.07,268.16,281.04,277.29,277.35
2025-01-10,16:55:00,SBER,277.12,277.19,277.11,277.13,0.0,11567,32059552,327,277.16,0.0036,191,136,13503761,18555791,4872,6695,-0.16,277.17,277.16,1,90,23,299,2211,1741,1133563071,922976540,410464,337084,276.17,273.81,747548,2056539611,3952,1967,1586,1128810810,882392346,407742,318143,276.84,277.36,725885,2011203156,3553,0.5,7.8,1.1,1310,643,499246,426258,1339083416,1197579353,-0.17,-0.17,0.08,0.06,268.22,280.95,277.15,277.18
2025-01-10,17:00:00,SBER,277.12,277.12,276.76,276.9,0.0,27729,76790342,558,276.93,-0.0794,193,365,16121654,60668688,5822,21907,-0.58,276.91,276.94,1,1,170,299,5671,10698,2253594917,5026878309,816656,1820589,275.95,276.11,2637245,7280473226,16369,5421,10407,2204317897,4993464266,796657,1802686,276.7,277.0,2599343,7197782164,15828,0.6,8.2,1.8,1296,657,484422,428445,1298339385,1203625022,0.0,0.0,0.06,0.04,268.02,280.93,276.88,276.92
2025-01-10,17:05:00,SBER,276.94,277.35,276.93,277.11,0.0,21541,59683395,399,277.07,0.0614,269,130,48125798,11557597,17371,4170,0.61,277.05,277.16,1,109,1,298,7873,12673,3805140394,5772366929,1375250,2083141,276.69,277.1,3458391,9577507324,20546,7634,12489,3750928318,5765886719,1354143,2079514,277.0,277.27,3433657,9516815038,20123,0.5,8.3,1.5,1308,642,488419,423736,1309454742,1190268415,0.02,0.02,0.07,0.05,268.1,280.9,277.1,277.14
2025-01-10,17:10:00,SBER,277.11,277.23,277.01,277.03,0.0,6373,17662872,250,277.15,-0.0289,123,127,5246597,12416275,1893,4480,-0.41,277.16,277.15,1,143,287,293,1946,11867,926254485,5571297552,335283,2012176,276.26,276.88,2347459,6497552037,13813,1825,11723,918587366,5560006978,331700,2005397,276.93,277.25,2337097,6478594344,13548,0.5,7.8,1.6,1308,643,489968,423276,1313768937,1188947764,-0.04,-0.04,0.07,0.05,268.13,280.89,277.13,277.17
2025-01-10,17:15:00,SBER,277.03,277.03,276.75,276.96,0.0,19798,54805850,464,276.83,-0.0253,169,295,14086440,40719409,5089,14709,-0.49,276.8,276.83,3,3,47,296,7065,4087,3226680663,2186447431,1166652,791200,276.58,276.35,1957852,5413128095,11152,6841,3810,3203366722,2149893470,1157491,776110,276.75,277.01,1933601,5353260193,10651,0.7,8.1,1.8,1263,663,482272,424813,1292419486,1193198357,-0.06,-0.06,0.06,0.04,267.99,280.88,276.8,276.85
2025-01-10,17:20:00,SBER,276.95,277.29,276.94,277.26,0.0,11575,32078885,379,277.14,0.1119,248,131,21093210,10985675,7611,3964,0.32,277.14,277.14,1,253,1,300,7708,3924,3586317475,1783649082,1296365,643634,276.64,277.12,1939999,5369966557,11632,7494,3719,3561641552,1725421694,1285809,622192,277.0,277.31,1908001,5287063247,11213,0.6,7.9,1.2,1285,643,481691,431241,1290903529,1211231289,-0.02,-0.02,0.06,0.03,267.99,280.87,277.15,277.18
2025-01-10,17:25:00,SBER,277.24,277.29,276.94,277.29,0.0001,11628,32228205,320,277.16,0.018,147,173,16641859,15586346,6004,5624,0.03,277.18,277.14,1,271,59,300,58870,5667,24091553010,2684667100,8697503,971419,276.99,276.37,9668922,26776220110,64537,58684,5467,24052941923,2676317019,8681372,965234,277.06,277.27,9646606,26729258943,64151,0.8,8.1,2.0,1286,647,483507,433743,1295855545,1218210048,0.02,0.02,0.05,0.03,268.01,280.86,277.13,277.19
2025-01-10,17:30:00,SBER,277.29,277.6,277.25,277.58,0.0,41196,114283100,668,277.41,0.1046,489,179,94673813,19609287,34126,7070,0.66,277.42,277.36,1,268,29,299,9637,3978,4636369602,1858232166,1676712,671408,276.52,276.77,2348120,6494601769,13615,9307,3700,4538324805,1785567672,1637343,643291,277.18,277.57,2280634,6323892478,13007,0.7,7.5,1.4,1297,631,489453,429934,1312273536,1207830558,-0.23,-0.23,0.06,0.04,268.11,280.93,277.37,277.41
2025-01-10,17:35:00,SBER,277.59,277.84,277.38,277.82,0.0,69469,192908435,1094,277.69,0.0829,821,273,156978976,35929459,56528,12941,0.63,277.7,277.64,1,228,44,300,9498,5309,4750072895,2534620125,1718376,920951,276.43,275.22,2639327,7284693021,14807,8860,4936,4589424425,2407867925,1654140,866859,277.45,277.77,2520999,6997292350,13796,0.7,7.8,1.4,1312,608,488649,413659,1310296850,1162795110,-0.18,-0.18,0.08,0.06,268.14,281.1,277.65,277.69
2025-01-10,17:40:00,SBER,277.82,279.01,277.77,278.79,0.0,269269,749690698,11091,278.42,0.3491,10078,1013,623883386,125807313,224107,45162,0.66,278.39,278.57,1,192,2,300,78432,46696,39113345652,22951779598,14101128,8253911,277.38,278.07,22355039,62065125250,125128,69645,45077,38513858972,22671656298,13834721,8132389,278.39,278.78,21967110,61185515270,114722,1.1,8.7,2.4,1349,538,510618,316440,1371780779,892790330,-0.21,-0.21,0.24,0.21,268.64,282.21,278.43,278.5
2025-01-10,17:45:00,SBER,278.8,279.14,278.51,278.77,0.0001,90853,253421410,1335,278.94,-0.0108,676,659,104463463,148957947,37446,53407,-0.18,278.97,278.91,1,53,106,300,35613,30741,20025699168,13988755971,7209348,5033796,277.77,277.9,12243144,34014455139,66354,34908,29931,19896033640,13560534141,7137760,4861278,278.74,278.95,11999038,33456567781,64839,1.1,8.3,2.4,1372,515,506381,323447,1360129171,913050788,0.02,0.02,0.22,0.2,268.6,282.32,278.82,278.89
2025-01-10,17:50:00,SBER,278.84,279.09,278.3,278.48,0.0,52860,147403108,1093,278.86,-0.1291,564,529,74092253,73310856,26561,26299,0.0,278.95,278.76,2,51,241,300,27055,36947,12901283093,17265571952,4636052,6203595,278.28,278.32,10839647,30166855045,64002,26272,36474,12774774333,17156754275,4583875,6152994,278.69,278.84,10736869,29931528609,62746,1.0,8.2,2.0,1379,526,507814,367539,1364179146,1036501096,-0.06,-0.06,0.16,0.14,268.64,282.01,278.78,278.84
2025-01-10,17:55:00,SBER,278.48,278.98,278.46,278.98,0.0,31903,88929400,822,278.75,0.1795,485,337,51768177,37161224,18568,13335,0.16,278.8,278.67,3,279,6,300,28454,20260,13395240061,9542588143,4813442,3429508,278.29,278.25,8242950,22937828205,48714,27928,19863,13312307736,9471852559,4777777,3397301,278.63,278.81,8175078,22784160296,47791,0.6,8.2,2.2,1385,534,513965,371742,1381295887,1048323155,-0.01,-0.01,0.16,0.14,268.75,282.0,278.73,278.8
2025-01-10,18:00:00,SBER,278.97,279.53,278.91,279.29,0.0,180758,504808123,3375,279.27,0.1147,2848,527,418383025,86425098,149805,30953,0.66,279.29,279.21,1,186,238,300,28945,22982,13389632177,11356870779,4842148,4075167,276.52,278.68,8917315,24746502956,51927,26519,22155,13035830761,11131616331,4672461,3985229,278.99,279.32,8657690,24167447092,48674,0.7,7.7,1.5,1407,501,526430,319029,1416452674,901352899,-0.2,-0.2,0.25,0.22,269.06,282.57,279.19,279.23
2025-01-10,18:05:00,SBER,279.24,279.45,278.4,278.89,0.0001,85288,237870867,1427,278.9,-0.1253,689,738,78239379,159631488,28036,57252,-0.34,279.07,278.82,1,32,120,300,34726,64860,19330417699,41372537427,6937951,14852123,278.62,278.56,21790074,60702955126,99586,33893,64155,19091268583,41210543290,6847250,14761959,278.82,279.17,21609209,60301811873,98048,1.0,8.4,2.2,1397,521,523187,301134,1407477781,851309018,-0.03,-0.03,0.27,0.25,269.02,282.7,278.9,278.97
2025-01-10,18:10:00,SBER,278.89,279.16,278.46,278.61,0.0,62213,173427293,3127,278.76,-0.1004,439,2688,58222998,115204295,20882,41331,-0.33,278.82,278.74,1,152,66,300,46987,120983,21142353640,85465568667,7590958,30652018,278.52,278.83,38242976,106607922308,167970,46502,118248,21085282368,85331437409,7569060,30588530,278.57,278.97,38157590,106416719778,164750,1.4,9.1,2.3,1385,536,510402,306488,1375694857,866288889,0.07,0.07,0.25,0.23,269.54,282.65,278.76,278.83
2025-01-10,18:15:00,SBER,278.61,279.32,278.6,278.67,0.0001,63035,175840054,1119,278.96,0.0215,627,492,89623164,86216890,32120,30915,0.02,279.03,278.88,1,192,273,300,65017,66779,29347826749,47871794501,10536425,17176978,278.54,278.7,27713403,77219621251,131796,64360,66269,29221160540,47744690516,10482593,17112474,278.76,279.01,27595067,76965851056,130629,1.2,8.8,2.7,1392,526,503383,312249,1357796046,882468148,-0.06,-0.06,0.23,0.21,269.73,282.62,278.91,278.98
2025-01-10,18:20:00,SBER,278.68,279.0,278.54,278.58,0.0001,46844,130550336,745,278.69,-0.0359,393,352,60983899,69566436,21880,24964,-0.07,278.72,278.67,1,102,122,300,21485,33920,9312001366,21759400825,3347874,7813465,278.15,278.49,11161339,31071402191,55405,21034,33478,9206095237,21653715570,3304008,7764631,278.63,278.88,11068639,30859810807,54512,0.9,8.3,2.2,1380,545,502610,318900,1355767805,900985750,-0.18,-0.18,0.22,0.2,269.74,282.53,278.66,278.72
