tradedate,tradetime,ticker,pr_open,pr_high,pr_low,pr_close,pr_std,vol,val,trades,pr_vwap,pr_change,trades_b,trades_s,val_b_obstat,val_s_obstat,vol_b_obstat,vol_s_obstat,disb,pr_vwap_b,pr_vwap_s,sec_pr_open,sec_pr_high,sec_pr_low,sec_pr_close,put_orders_b,put_orders_s,put_val_b,put_val_s,put_vol_b,put_vol_s,put_vwap_b,put_vwap_s,put_vol,put_val,put_orders,cancel_orders_b,cancel_orders_s,cancel_val_b,cancel_val_s,cancel_vol_b,cancel_vol_s,cancel_vwap_b,cancel_vwap_s,cancel_vol,cancel_val,cancel_orders,spread_bbo,spread_lv10,spread_1mio,levels_b,levels_s,vol_b_order,vol_s_order,val_b_order,val_s_order,imbalance_vol_bbo,imbalance_val_bbo,imbalance_vol,imbalance_val,vwap_b,vwap_s,vwap_b_1mio,vwap_s_1mio
2025-01-06,10:45:00,SBER,270.76,271.33,270.58,270.69,0.0001,55546,150497435,1025,270.94,-0.0259,668,357,91309444,59187991,33698,21848,0.21,270.96,270.91,1,133,34,299,65009,29044,29160984700,14340657998,10780576,5297353,270.5,270.71,16077929,43501642699,94053,64419,28472,29054570060,14189469501,10730271,5236347,270.77,270.98,15966618,43244039561,92891,1.2,8.8,2.4,841,742,385808,228522,1020128060,638563559,-0.18,-0.18,0.26,0.23,264.41,279.43,270.83,270.9
2025-01-06,10:50:00,SBER,270.69,270.92,270.61,270.81,0.0,22168,60016504,706,270.73,0.0443,314,392,20410175,39606329,7538,14630,-0.32,270.76,270.72,3,36,121,300,127038,34282,58528905086,16675775253,21617854,6155941,270.74,270.89,27773795,75204680339,161320,126627,33945,58481835398,16616697694,21599027,6133406,270.76,270.92,27732433,75098533092,160572,0.9,8.7,2.1,840,754,386724,233573,1022689124,652386453,-0.33,-0.33,0.25,0.22,264.45,279.31,270.76,270.82
2025-01-06,10:55:00,SBER,270.81,271.5,270.75,271.39,0.0001,38521,104482231,992,271.23,0.2142,560,432,84342889,20139342,31092,7429,0.61,271.27,271.09,1,218,22,300,22536,37969,11159875246,22309085957,4137555,8225638,269.72,271.21,12363193,33468961203,60505,22063,37333,11094498388,22240026100,4093940,8199131,271.0,271.25,12293071,33334524489,59396,1.0,8.5,2.0,861,737,385324,233379,1019090085,651980431,0.01,0.01,0.25,0.22,264.48,279.37,271.13,271.19
2025-01-06,11:00:00,SBER,271.39,271.42,270.71,271.08,0.0001,21160,57367653,697,271.11,-0.1142,264,433,16488196,40879457,6082,15078,-0.43,271.1,271.12,2,6,134,298,31622,25648,15079869620,11946749397,5568772,4412218,270.79,270.77,9980990,27026619018,57270,31252,25167,15016265367,11904332369,5542935,4389377,270.91,271.21,9932312,26920597736,56419,0.9,8.6,1.8,859,750,386618,231458,1022565065,646884889,-0.15,-0.15,0.25,0.23,264.49,279.48,271.05,271.1
2025-01-06,11:05:00,SBER,271.06,271.09,270.59,270.95,0.0001,16573,44883156,476,270.82,-0.0406,194,282,18855188,26027968,6962,9611,-0.16,270.83,270.81,1,39,149,300,14964,13286,6970129496,6842420549,2577275,2528215,270.45,270.64,5105490,13812550045,28250,14602,13109,6929555318,6810480832,2559137,2513078,270.78,271.0,5072215,13740036151,27711,0.7,8.5,2.2,849,765,398743,231001,1053726520,645726360,-0.05,-0.05,0.27,0.24,264.26,279.53,270.81,270.87
2025-01-06,11:10:00,SBER,270.95,270.99,270.67,270.99,0.0001,9329,25265192,531,270.82,0.0148,323,208,9971686,15293506,3682,5647,-0.21,270.82,270.83,1,270,84,300,11073,34747,5640926144,16159009794,2084777,5968755,270.58,270.73,8053532,21799935938,45820,10776,34503,5616570993,16140440045,2074910,5959039,270.69,270.86,8033949,21757011038,45279,0.8,8.7,2.0,849,771,403335,231338,1066028026,646666816,-0.2,-0.2,0.27,0.24,264.3,279.53,270.76,270.81
2025-01-06,11:15:00,SBER,270.99,271.79,270.98,271.64,0.0001,43060,116895594,809,271.47,0.2399,634,175,102345831,14549763,37699,5361,0.75,271.48,271.4,1,261,5,299,47343,23076,21492113737,10614069777,7933645,3910518,270.9,271.42,11844163,32106183514,70419,46951,22661,21416410334,10497854526,7891530,3866697,271.38,271.49,11758227,31914264860,69612,0.9,8.8,1.7,883,735,407501,233663,1077465264,653165408,-0.11,-0.11,0.27,0.25,264.41,279.53,271.32,271.37
2025-01-06,11:20:00,SBER,271.59,271.95,271.28,271.6,0.0001,45926,124790989,860,271.72,0.0037,491,369,76949184,47841805,28316,17610,0.23,271.75,271.67,1,91,29,300,61395,35617,34243150719,15423894291,12636028,5680201,271.0,271.54,18316229,49667045010,97012,60929,35097,34167541227,15327668758,12586240,5640428,271.47,271.75,18226668,49495209985,96026,1.3,9.0,2.1,904,719,410885,234367,1086853437,655362476,0.05,0.05,0.27,0.25,264.51,279.63,271.59,271.65
2025-01-06,11:25:00,SBER,271.6,271.7,271.49,271.49,0.0,10865,29504421,371,271.55,-0.0405,183,188,8661270,20843151,3189,7676,-0.41,271.6,271.54,1,183,281,300,7565,17747,4664057312,7527916557,1720150,2772078,271.14,271.56,4492228,12191973869,25312,7331,17525,4656564865,7505603892,1716150,2762670,271.34,271.68,4478820,12162168757,24856,0.8,8.1,1.5,900,728,412616,236060,1091531593,660003289,-0.01,-0.01,0.27,0.25,264.54,279.59,271.56,271.61
2025-01-06,11:30:00,SBER,271.49,271.84,271.19,271.63,0.0001,17977,48830053,414,271.63,0.0516,227,187,30475137,18354916,11218,6759,0.25,271.66,271.56,1,234,13,298,56897,28314,44962866206,12121913424,16583624,4465806,271.13,271.44,21049430,57084779630,85211,56652,28056,44931595913,12076902246,16561464,4445411,271.3,271.67,21006875,57008498160,84708,1.4,9.0,2.8,907,737,412529,234827,1091169340,656665786,0.21,0.21,0.27,0.25,264.51,279.64,271.57,271.65
2025-01-06,11:35:00,SBER,271.68,272.25,271.64,272.2,0.0001,65452,178015168,1004,271.98,0.1914,758,246,128911975,49103193,47392,18060,0.45,272.01,271.89,1,175,3,299,24670,58611,21371554027,24412847596,7902774,8982236,270.43,271.79,16885010,45784401623,83281,24232,58133,21275002606,24309457329,7831592,8939030,271.66,271.95,16770622,45584459936,82365,1.2,8.7,2.7,923,724,417679,225802,1105254831,632221873,0.19,0.19,0.3,0.27,264.62,280.0,271.84,271.91
2025-01-06,11:40:00,SBER,272.2,272.97,272.18,272.7,0.0001,112933,307919905,1698,272.66,0.1837,1054,644,191442636,116477269,70214,42719,0.24,272.66,272.66,1,34,1,297,59523,70412,58813371811,29477787145,21640540,10818771,271.77,272.47,32459311,88291158956,129935,58727,69480,58663100697,29153384074,21534851,10687504,272.41,272.78,32222355,87816484772,128207,1.0,8.3,1.8,961,691,451685,222220,1198265875,623193389,-0.02,-0.02,0.34,0.31,265.22,280.46,272.66,272.71
2025-01-06,11:45:00,SBER,272.71,272.97,272.7,272.79,0.0001,60765,165791642,740,272.84,0.0293,432,308,89051376,76740266,32637,28128,0.07,272.85,272.83,2,197,2,299,86522,37244,103364904728,10704126023,37930211,3927189,272.51,272.56,41857400,114069030752,123766,86120,36795,103273435351,10553678711,37872013,3865685,272.69,273.01,41737698,113827114063,122915,0.7,8.2,1.4,979,709,422710,240983,1119397795,675011862,-0.04,-0.04,0.27,0.25,264.81,280.11,272.82,272.86
2025-01-06,11:50:00,SBER,272.77,272.8,272.45,272.46,0.0,23518,64096978,606,272.54,-0.1136,209,397,15753356,48343622,5780,17738,-0.51,272.55,272.54,1,6,138,300,15088,19030,18033248658,8754997500,6622229,3215276,272.31,272.29,9837505,26788246159,34118,14763,18655,17974941340,8735116572,6599797,3203180,272.36,272.7,9802977,26710057912,33418,0.5,7.7,1.1,966,731,428383,240124,1134783156,672513921,-0.02,-0.02,0.28,0.26,264.9,280.07,272.52,272.55
2025-01-06,11:55:00,SBER,272.46,272.68,272.38,272.4,0.0001,24266,66128954,471,272.52,-0.022,180,291,13951941,52177013,5119,19147,-0.58,272.55,272.51,2,105,39,299,36573,37518,27392510122,15619294410,10055547,5735602,272.41,272.32,15791149,43011804532,74091,36328,37218,27357033715,15571393129,10040134,5711946,272.48,272.61,15752080,42928426845,73546,1.0,8.6,2.0,977,734,429530,236623,1137877512,662871193,0.15,0.15,0.29,0.26,264.91,280.14,272.55,272.6
2025-01-06,12:00:00,SBER,272.47,272.9,272.4,272.9,0.0001,24476,66733356,458,272.65,0.1578,266,192,39895710,26837646,14630,9846,0.2,272.7,272.57,12,294,59,299,9955,45957,5286614720,19540654620,1948220,7173146,271.36,272.41,9121366,24827269340,55912,9710,45727,5251909920,19520176021,1928079,7161156,272.39,272.58,9089235,24772085942,55437,1.0,8.5,2.2,986,737,425101,234619,1125802074,657382185,0.15,0.15,0.29,0.26,264.83,280.19,272.59,272.65
2025-01-06,12:05:00,SBER,272.9,272.9,272.69,272.83,0.0001,9210,25127794,373,272.83,-0.0257,148,225,4990634,20137160,1829,7381,-0.6,272.86,272.82,1,1,31,298,4281,7686,2426620207,3929380458,891183,1441826,272.29,272.53,2333009,6356000665,11967,4071,7343,2407485083,3885298365,883034,1423673,272.64,272.91,2306707,6292783449,11414,1.0,8.6,2.1,999,728,427411,233764,1132229667,655077167,-0.31,-0.31,0.29,0.27,264.9,280.23,272.8,272.85
2025-01-06,12:10:00,SBER,272.83,272.84,272.25,272.77,0.0001,24314,66279011,573,272.6,-0.022,231,342,35242196,31036815,12926,11388,0.06,272.65,272.54,2,2,132,300,24305,87450,11139405636,39351225820,4099658,14436884,271.72,272.57,18536542,50490631456,111755,24057,87099,11114445175,39294700594,4079917,14411467,272.42,272.66,18491384,50409145769,111156,1.3,8.9,2.5,977,747,425799,239306,1127739570,670179828,0.13,0.13,0.28,0.25,264.85,280.05,272.53,272.6
2025-01-06,12:15:00,SBER,272.75,272.75,272.51,272.6,0.0001,3743,10203630,178,272.61,-0.055,87,91,2399010,7804621,880,2863,-0.53,272.61,272.6,8,8,91,299,34438,14539,28600208974,6742109979,10497971,2473435,272.44,272.58,12971406,35342318953,48977,34277,14449,28650000258,6724217155,10516288,2465609,272.43,272.72,12981897,35374217414,48726,1.4,9.1,3.7,979,743,424898,242437,1125373367,678810758,-0.2,-0.2,0.27,0.25,264.86,280.0,272.55,272.65
2025-01-06,12:20:00,SBER,272.55,272.6,272.2,272.6,0.0001,28451,77503766,480,272.41,0.0183,230,250,47713001,29790765,17514,10937,0.23,272.43,272.39,1,287,139,296,44979,90383,35165502478,35504972494,12924493,13035855,272.08,272.36,25960348,70670474973,135362,44725,90112,35147367301,35458300505,12909619,13016091,272.26,272.42,25925710,70605667807,134837,0.8,8.4,2.3,969,758,390048,247839,1032000234,693538121,0.04,0.04,0.22,0.2,264.58,279.83,272.38,272.44
2025-01-06,12:25:00,SBER,272.6,272.61,272.3,272.33,0.0001,12297,33503162,249,272.45,-0.099,95,154,4982867,28520294,1829,10468,-0.7,272.44,272.45,1,3,113,297,22525,25438,21575189545,11567420544,7923592,4247824,272.29,272.31,12171416,33142610089,47963,22333,25305,21547944341,11514233220,7913022,4225609,272.31,272.49,12138631,33062177562,47638,1.2,9.0,2.1,979,756,394004,246148,1043018784,688969073,-0.19,-0.19,0.23,0.2,264.72,279.9,272.43,272.48
2025-01-06,12:30:00,SBER,272.38,272.4,272.23,272.25,0.0001,9645,26265230,278,272.32,-0.0477,106,172,8765029,17500201,3218,6427,-0.33,272.38,272.29,1,6,216,299,4168,4691,3682947091,2670049591,1354462,982858,271.91,271.66,2337320,6352996682,8859,3991,4562,3682105944,2645391930,1352566,970655,272.23,272.54,2323221,6327497875,8553,0.9,8.0,1.6,971,767,389324,257853,1030301513,721013148,-0.14,-0.14,0.2,0.18,264.64,279.62,272.31,272.35
2025-01-06,12:35:00,SBER,272.25,272.3,272.05,272.1,0.0,19887,54126416,361,272.17,-0.0551,137,224,8718773,45407643,3203,16684,-0.68,272.21,272.16,1,32,179,300,2431,13771,1566499755,7436200713,576639,2743991,271.66,271.0,3320630,9002700468,16202,2220,13610,1552013351,7358328817,570769,2703100,271.92,272.22,3273869,8910342169,15830,0.6,7.6,1.6,957,779,379360,272155,1003070856,759899829,0.19,0.19,0.16,0.14,264.41,279.22,272.14,272.19
2025-01-06,12:40:00,SBER,272.1,272.3,271.81,271.85,0.0001,24082,65518471,474,272.06,-0.0919,176,298,24429870,41088601,8976,15106,-0.25,272.17,272.0,2,148,219,300,7438,24189,3554592778,11671702222,1313238,4292966,270.67,271.88,5606204,15226295001,31627,7138,24007,3516196153,11621423965,1293031,4268266,271.93,272.28,5561297,15137620118,31145,0.9,8.8,2.5,953,789,373900,277788,988249803,775311530,-0.1,-0.1,0.15,0.12,264.31,279.1,272.05,272.12
2025-01-06,12:45:00,SBER,271.85,271.99,271.77,271.92,0.0001,14427,39220403,384,271.85,0.0257,190,194,10823870,28396534,3981,10446,-0.45,271.89,271.84,1,76,102,300,13359,37403,5909772518,16802677543,2178079,6186697,271.33,271.59,8364776,22712450061,50762,13072,37209,5876057534,16779664828,2162642,6170116,271.71,271.95,8332758,22655722362,50281,1.0,8.2,2.3,943,800,371763,280930,982333369,783850891,-0.03,-0.03,0.14,0.11,264.24,279.02,271.84,271.9
2025-01-06,12:50:00,SBER,271.91,272.1,271.81,272.02,0.0,9447,25687484,314,271.91,0.0405,196,118,15799937,9887547,5810,3637,0.23,271.94,271.86,1,228,71,290,4162,17110,2114815090,7858208786,779455,2888633,271.32,272.04,3668088,9973023876,21272,3907,17001,2078913024,7853427913,764870,2886505,271.8,272.07,3651375,9932340937,20908,0.7,8.0,1.6,951,805,375395,280479,992143446,782628080,-0.22,-0.22,0.14,0.12,264.29,279.03,271.91,271.95
2025-01-06,12:55:00,SBER,272.05,272.11,271.0,271.2,0.0001,37952,102995335,682,271.38,-0.3124,158,524,8404025,94591310,3095,34857,-0.84,271.54,271.37,7,52,286,300,4091,48629,2468875702,20697366531,911879,7630708,270.75,271.24,8542587,23166242234,52720,3796,48442,2405671680,20665380613,886976,7594720,271.22,272.1,8481696,23071052293,52238,0.8,8.5,1.8,938,811,378316,273911,999842858,764667951,-0.19,-0.19,0.16,0.13,264.29,279.17,271.73,271.78
2025-01-06,13:00:00,SBER,271.27,271.52,270.55,271.02,0.0001,41338,112085717,649,271.14,-0.0922,229,420,33949881,78135836,12516,28822,-0.39,271.25,271.1,1,114,260,297,47320,15292,22819981782,15187585299,8421447,5619175,270.97,270.28,14040622,38007567082,62612,46919,15042,22706891149,15187815422,8376414,5595256,271.08,271.44,13971670,37894706571,61961,1.1,8.7,2.0,903,843,374217,261646,988540547,731182204,0.1,0.1,0.18,0.15,264.16,279.46,271.31,271.36
2025-01-06,13:05:00,SBER,271.05,271.29,270.94,271.11,0.0001,16828,45624363,349,271.12,0.0221,188,161,24654824,20969539,9092,7736,0.08,271.17,271.06,4,120,44,299,68217,26409,30629635545,23482486642,11304509,8655425,270.95,271.3,19959934,54112122188,94626,67883,26278,30547948940,23474715046,11268882,8648334,271.08,271.44,19917216,54022663987,94161,1.3,9.1,2.7,888,849,386320,263176,1020863462,735220825,-0.29,-0.29,0.19,0.16,264.25,279.36,271.1,271.18
2025-01-06,13:10:00,SBER,271.16,271.45,271.03,271.38,0.0001,12030,32622740,317,271.18,0.0811,182,135,18375146,14247594,6775,5255,0.13,271.22,271.12,3,267,19,300,26876,52344,10520285932,63137715824,3883781,23266492,270.88,271.37,27150273,73658001756,79220,26586,52239,10495136821,63104303814,3870226,23250136,271.18,271.41,27120362,73599440635,78825,1.1,8.7,2.5,900,854,393101,266826,1039125513,745118974,-0.22,-0.22,0.19,0.16,264.34,279.25,271.16,271.23
2025-01-06,13:15:00,SBER,271.38,271.55,271.15,271.47,0.0,9432,25599108,276,271.41,0.0332,173,103,20714268,4884840,7632,1800,0.62,271.41,271.38,1,271,115,300,48378,74906,19809268088,82118115295,7307518,30252323,271.08,271.44,37559841,101927383384,123284,48164,74776,19798017278,82107940720,7299580,30248421,271.22,271.45,37548001,101905957999,122940,0.7,8.6,2.3,913,847,393913,267057,1041366492,745763610,0.05,0.05,0.19,0.17,264.36,279.25,271.31,271.37
2025-01-06,13:20:00,SBER,271.48,271.7,271.45,271.46,0.0001,14625,39717536,347,271.57,-0.0074,219,128,25277852,14439683,9307,5318,0.27,271.6,271.52,8,49,285,299,17173,35204,7326628618,39371710166,2703796,14493888,270.98,271.64,17197684,46698338785,52377,16981,34985,7304673712,39321472685,2691113,14474697,271.44,271.66,17165810,46626146397,51966,0.8,8.6,1.6,927,832,396435,265524,1048174933,741625233,0.18,0.18,0.2,0.17,264.4,279.31,271.53,271.57
2025-01-06,13:25:00,SBER,271.45,271.46,271.16,271.27,0.0001,6867,18629110,205,271.28,-0.0663,77,128,8154112,10474998,3006,3861,-0.12,271.26,271.3,1,2,18,300,16848,42194,6722500471,26737178509,2480630,9854028,271.0,271.33,12334658,33459678981,59042,16712,42082,6667421253,26769589359,2459579,9864094,271.08,271.38,12323673,33437010612,58794,1.0,8.5,2.2,908,848,395187,264190,1044620461,737828319,-0.22,-0.22,0.2,0.17,264.33,279.28,271.21,271.27
2025-01-06,13:30:00,SBER,271.31,271.67,271.27,271.38,0.0001,10780,29274774,284,271.57,0.0258,186,98,21768528,7506246,8016,2764,0.49,271.56,271.57,2,273,44,300,23757,82994,10183274134,47998203424,3756787,17682916,271.06,271.44,21439703,58181477559,106751,23588,82853,10168346972,47982672076,3748257,17677052,271.28,271.44,21425309,58151019048,106441,1.0,8.3,2.0,930,841,412266,250197,1090626715,699582220,-0.23,-0.23,0.24,0.22,264.54,279.61,271.44,271.49
2025-01-06,13:35:00,SBER,271.36,271.49,271.21,271.29,0.0001,9263,25129531,268,271.29,-0.0258,100,168,11817389,13312142,4356,4907,-0.06,271.29,271.29,1,22,123,299,4590,8162,2466170287,5289628155,909902,1948635,271.04,271.45,2858537,7755798442,12752,4423,8005,2431342671,5260822992,896793,1937725,271.12,271.49,2834518,7692165663,12428,0.9,8.4,1.5,916,852,411999,251566,1089877993,703344199,-0.19,-0.19,0.24,0.22,264.53,279.59,271.27,271.32
2025-01-06,13:40:00,SBER,271.29,271.6,271.21,271.5,0.0001,10342,28067414,245,271.39,0.0774,146,99,16443718,11623696,6059,4283,0.17,271.39,271.39,2,293,81,300,9058,48106,3979119902,38416956575,1468004,14151718,271.06,271.46,15619722,42396076478,57164,8901,47993,3954308949,38413435454,1457852,14149034,271.24,271.49,15606886,42367744403,56894,0.9,8.4,1.9,918,848,414027,252098,1095316841,704814778,-0.25,-0.25,0.24,0.22,264.55,279.58,271.28,271.33
2025-01-06,13:45:00,SBER,271.48,271.59,271.23,271.29,0.0001,6474,17568165,224,271.36,-0.07,65,159,3834512,13733653,1413,5061,-0.56,271.37,271.36,4,18,272,291,29090,8003,13545926932,6357193545,4993847,2341668,271.25,271.48,7335515,19903120478,37093,28910,7914,13526863605,6339360543,4986051,2333654,271.29,271.65,7319705,19866224149,36824,1.2,8.7,2.7,923,847,415054,249410,1098071464,697521169,-0.26,-0.26,0.25,0.22,264.56,279.67,271.33,271.4
2025-01-06,13:50:00,SBER,271.28,271.28,271.07,271.13,0.0,11766,31905114,428,271.16,-0.0553,107,321,13373294,18531820,4932,6834,-0.16,271.15,271.17,4,4,89,300,2165,4133,1290986501,2701413341,477495,997497,270.37,270.82,1474992,3992399842,6298,1978,3878,1270133103,2661802343,468780,980920,270.94,271.36,1449700,3931935447,5856,0.8,8.1,1.5,906,855,413039,256314,1092565494,716217970,0.11,0.11,0.23,0.21,264.52,279.43,271.13,271.17
2025-01-06,13:55:00,SBER,271.14,271.18,270.62,270.85,0.0001,26923,72938840,834,270.92,-0.107,133,701,7037907,65900932,2597,24326,-0.81,271.0,270.91,1,233,252,300,8329,25558,4125818695,13920508204,1523557,5150585,270.8,270.27,6674142,18046326900,33887,8009,25140,4085209853,13911172418,1508140,5134783,270.88,270.92,6642923,17996382271,33149,1.0,8.3,2.5,900,860,411873,256948,1089377039,717922083,0.01,0.01,0.23,0.21,264.49,279.4,271.02,271.09
2025-01-06,14:00:00,SBER,270.86,271.12,270.81,271.1,0.0,12495,33862034,818,271.0,0.0886,146,672,26691295,7170740,9849,2646,0.58,271.01,271.0,2,186,15,289,22355,10465,11191180123,6536074596,4135139,2411495,270.64,271.04,6546634,17727254720,32820,22162,9759,11161685889,6504566069,4119837,2399290,270.93,271.1,6519127,17666251958,31921,1.1,8.7,2.2,891,864,406510,258133,1074862278,721151616,-0.11,-0.11,0.22,0.2,264.41,279.37,270.96,271.02
2025-01-06,14:05:00,SBER,271.1,271.95,271.02,271.61,0.0001,41833,113581672,948,271.51,0.1881,302,646,100456348,13125323,37001,4832,0.77,271.5,271.63,4,245,4,300,11607,7801,8635114580,4477964001,3189948,1647889,270.7,271.74,4837837,13113078581,19408,11399,7057,8508284943,4418494824,3137724,1624628,271.16,271.97,4762352,12926779768,18456,1.2,11.7,2.2,914,835,416392,249388,1101640880,697559020,0.05,0.05,0.25,0.22,264.57,279.72,271.42,271.48
2025-01-06,14:10:00,SBER,271.61,271.63,271.0,271.01,0.0001,12176,33028056,514,271.26,-0.2209,123,391,8942709,24085347,3296,8880,-0.46,271.32,271.23,1,1,104,300,83534,28292,53166422534,12667937963,19612840,4667328,271.08,271.42,24280168,65834360497,111826,83278,27892,53138299208,12642356375,19601411,4657438,271.09,271.44,24258849,65780655583,111170,1.3,9.0,2.7,917,845,421135,243089,1114496618,680420153,-0.02,-0.02,0.27,0.24,264.64,279.91,271.18,271.26
2025-01-06,14:15:00,SBER,271.02,272.2,271.02,271.86,0.0001,40898,111164815,609,271.81,0.3099,314,295,52291624,58873190,19250,21648,-0.06,271.64,271.96,6,221,6,300,14972,15801,11302874406,7108321328,4169282,2616603,271.1,271.66,6785885,18411195734,30773,14669,15481,11184006952,7028273677,4124117,2585142,271.19,271.87,6709259,18212280629,30150,1.0,8.5,2.4,933,837,427783,240514,1132541926,673397901,-0.06,-0.06,0.28,0.25,264.74,279.99,271.44,271.51
